timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-05T09:57:51,codecarbon,933b9040-e212-498a-acf3-f2f18e0e7a0f,0.0284034000069368,1.194819372858096e-07,4.206606858919318e-06,42.5,0.0,5.224797248840332,3.189802083903083e-07,0,1.8441212173227192e-08,3.374214205635355e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:53,codecarbon,c8d97069-79e5-4a6d-a7a0-e166be0760e9,0.0188812999986112,7.57671986191333e-08,4.012816841250669e-06,42.5,0.0,5.224797248840332,2.1060402790074785e-07,0,3.3653499896775517e-09,2.1396937789042538e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:56,codecarbon,c3773233-946f-407b-88b2-d7007b541927,0.0205831000057514,8.25848144987462e-08,4.012263190465467e-06,42.5,0.0,5.224797248840332,2.276571528758117e-07,0,5.565425014650085e-09,2.3322257789046173e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:57:58,codecarbon,2a5d6be4-8f23-461c-9d27-6bba96b8326a,0.0171896999818272,7.256979016144264e-08,4.221701963278149e-06,42.5,0.0,5.224797248840332,1.9443750002715722e-07,0,1.0502277838160682e-08,2.049397778653178e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:00,codecarbon,6eab4bd9-f4a5-442b-a464-d9dcabccbe0d,0.0319091000128537,1.362231338493427e-07,4.269099842818154e-06,42.5,0.0,5.224797248840332,3.600104168274104e-07,0,2.468876349397256e-08,3.846991803213829e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:02,codecarbon,be1ba390-001a-45eb-82e9-7f32f7f5c79b,0.0140765999967698,5.507677149525416e-08,3.912647337275534e-06,42.5,0.0,5.224797248840332,1.5291381938974762e-07,0,2.6250252268022323e-09,1.5553884461654985e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:04,codecarbon,62c668ce-e5cc-410a-b293-f65c2cb9421c,0.0223629999964032,9.419676346788225e-08,4.212170258151072e-06,42.5,0.0,5.224797248840332,2.513060417994792e-07,0,1.4709110480739321e-08,2.6601515228021855e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:06,codecarbon,6ca0882a-a5af-46a6-a513-ba571d72c264,0.0180049999908078,7.493425618335365e-08,4.161858162821998e-06,42.5,0.0,5.224797248840332,2.0352187479551908e-07,0,8.095242775791044e-09,2.1161711757131013e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:09,codecarbon,166a40fd-9c45-4660-a614-fea1433847f0,0.0211971999960951,8.749266670587544e-08,4.12755773036028e-06,42.5,0.0,5.224797248840332,2.329507640954237e-07,0,1.413177038148118e-08,2.4708253447690485e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
2024-09-05T09:58:11,codecarbon,3ec00d3e-27c7-433b-a26b-78df0d5faa02,0.0185934999899473,7.731323192282413e-08,4.158078466379328e-06,42.5,0.0,5.224797248840332,2.0740472203518341e-07,0,1.0930711222439729e-08,2.183354332576233e-07,Argentina,ARG,cordoba,,,Windows-10-10.0.19045-SP0,3.12.2,2.6.0,8,AMD Ryzen 5 3400G with Radeon Vega Graphics,,,-64.2997,-31.3011,13.93279266357422,machine,N,1.0
